forum_uid,Opinion(1/0),Question(1/0),Answer(1/0),Sentiment(1-7),Urgency(1-7),CourseType,course_display_name,post_type,up_count,reads,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,confusion
208,1,0,1,5,1.5,Medicine,SciWrite,Comment,0,105,53,79.46,57.49,5.35,98.46,17.67,15.09,88.68,56.6,11.32,7.55,5.66,0,1.89,0,0,3.77,11.32,13.21,11.32,5.66,5.66,0,20.75,1.89,0,1.89,0,5.66,5.66,5.66,0,0,0,0,9.43,0,0,0,0,15.09,1.89,1.89,1.89,3.77,1.89,3.77,0,0,0,0,0,0,0,0,0,7.55,3.77,5.66,0,0,0,3.77,15.09,0,1.89,0,0,1.89,9.43,1.89,0,0,0,0,0,0,0,0,0,0,7.55,3.77,0,0,0,0,1.89,1.89,0,0,0,0,1
208,1,0,1,4,3.5,Medicine,SciWrite,Comment,0,90,174,81.07,50,36.73,95.04,34.8,27.01,88.51,51.72,8.05,4.6,2.87,0.57,0,0,1.15,3.45,7.47,16.67,10.34,7.47,5.75,1.15,16.09,5.17,4.02,3.45,1.15,5.75,5.17,4.6,0,0,0,0,6.32,0,0.57,0.57,0.57,13.22,3.45,1.72,1.72,5.17,0,2.87,2.3,0.57,1.15,0.57,0,0,0,0,0,6.9,1.72,2.3,4.6,0.57,0,2.87,10.92,0.57,11.49,1.15,8.62,1.15,5.17,5.17,0.57,0,0,0,1.15,0,0,0.57,0.57,0,15.52,3.45,4.02,0,0,0.57,0,1.72,0,3.45,1.15,1.15,1
208,1,0,0,3.5,3.5,Medicine,SciWrite,Comment,0,53,92,38.6,16.39,84.83,25.77,30.67,22.83,88.04,61.96,15.22,5.43,4.35,1.09,0,0,0,9.78,9.78,10.87,9.78,7.61,8.7,4.35,19.57,2.17,1.09,1.09,0,3.26,2.17,1.09,1.09,1.09,0,0,4.35,0,0,0,0,20.65,3.26,3.26,3.26,5.43,1.09,6.52,2.17,2.17,0,0,0,0,0,0,0,3.26,2.17,0,1.09,0,0,4.35,13.04,0,16.3,2.17,4.35,8.7,3.26,0,0,0,0,0,0,0,0,0,0,0,17.39,4.35,0,0,0,0,0,2.17,0,8.7,2.17,0,0
208,1,0,1,4,2.5,Medicine,SciWrite,Comment,0,58,36,18.82,50,39.76,77,12,25,86.11,55.56,16.67,11.11,5.56,0,5.56,0,0,5.56,5.56,8.33,16.67,5.56,5.56,2.78,22.22,8.33,2.78,2.78,0,2.78,2.78,2.78,0,0,0,0,5.56,0,0,0,0,5.56,2.78,0,0,0,0,2.78,2.78,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,2.78,8.33,2.78,5.56,0,11.11,2.78,0,0,0,0,0,0,0,0,0,0,19.44,8.33,2.78,0,0,0,0,0,0,2.78,0,5.56,1
208,1,0,1,3,2.5,Medicine,SciWrite,Comment,0,210,45,65.01,74.76,18.21,25.77,22.5,31.11,77.78,48.89,13.33,11.11,4.44,0,4.44,0,2.22,2.22,6.67,11.11,4.44,8.89,6.67,0,13.33,2.22,0,0,0,2.22,4.44,2.22,2.22,0,0,2.22,8.89,0,0,0,0,15.56,6.67,2.22,2.22,4.44,2.22,2.22,0,0,0,0,0,0,0,0,0,4.44,0,0,2.22,2.22,0,4.44,6.67,4.44,4.44,0,2.22,2.22,11.11,0,0,0,0,0,2.22,0,0,0,2.22,0,13.33,4.44,0,0,0,0,2.22,0,0,0,0,6.67,0
208,1,0,1,4,2.5,Medicine,SciWrite,Comment,0,210,41,73.41,59.64,25.63,96.29,20.5,7.32,82.93,56.1,12.2,4.88,2.44,2.44,0,0,0,7.32,12.2,14.63,17.07,7.32,0,2.44,19.51,2.44,2.44,0,9.76,2.44,4.88,4.88,0,0,0,0,4.88,0,0,0,0,9.76,0,0,0,7.32,2.44,0,0,0,0,0,0,0,0,0,0,4.88,4.88,2.44,0,0,0,0,14.63,2.44,14.63,2.44,12.2,2.44,7.32,4.88,0,0,0,0,0,0,0,0,0,0,17.07,2.44,4.88,0,0,0,2.44,2.44,0,4.88,0,0,1
208,1,0,0,4,3.5,Medicine,SciWrite,Comment,0,160,76,17.17,11.82,25.8,2.51,25.33,18.42,90.79,65.79,18.42,6.58,6.58,0,0,0,0,11.84,6.58,13.16,13.16,11.84,7.89,2.63,19.74,3.95,1.32,2.63,1.32,1.32,2.63,0,2.63,0,0,0,1.32,0,0,0,0,18.42,3.95,2.63,3.95,1.32,2.63,3.95,1.32,1.32,0,0,0,0,0,0,0,2.63,0,0,2.63,0,0,6.58,9.21,0,6.58,0,3.95,2.63,7.89,0,0,1.32,0,0,0,0,0,0,0,0,14.47,3.95,2.63,0,0,0,1.32,2.63,0,1.32,2.63,0,1
208,0,0,1,4,1.5,Medicine,SciWrite,Comment,0,99,105,68.29,28.39,62.17,1.91,35,20.95,83.81,52.38,9.52,4.76,1.9,0,2.86,0,0,4.76,12.38,8.57,8.57,6.67,8.57,1.9,18.1,7.62,5.71,3.81,3.81,0,4.76,0.95,3.81,0.95,0,1.9,3.81,0,0,0,0,15.24,0.95,0.95,1.9,6.67,0.95,8.57,1.9,0,0.95,0,0,0,0,0,0,13.33,0,0.95,3.81,6.67,1.9,4.76,11.43,0.95,13.33,0,8.57,3.81,2.86,0,0,1.9,0,0,0.95,0,0,0,0,0.95,16.19,2.86,3.81,0,0,0,0.95,0,0,0.95,5.71,1.9,1
208,1,0,0,4,5,Medicine,SciWrite,Comment,1,110,56,93.26,36.03,13.15,25.77,14,26.79,78.57,44.64,7.14,1.79,1.79,0,0,0,0,5.36,7.14,17.86,8.93,5.36,1.79,1.79,12.5,5.36,3.57,0,3.57,3.57,7.14,3.57,3.57,3.57,0,0,0,0,0,0,0,19.64,7.14,3.57,1.79,8.93,1.79,0,0,0,0,0,0,0,0,0,0,5.36,0,1.79,0,3.57,1.79,0,8.93,1.79,7.14,1.79,5.36,0,5.36,0,0,0,0,0,0,0,0,0,0,0,16.07,7.14,1.79,0,0,0,0,0,0,5.36,0,1.79,1
208,1,0,0,3.5,5.5,Medicine,SciWrite,CommentThread,3,175,236,78.83,17.56,27.28,57.83,39.33,20.34,86.86,54.24,10.59,4.24,3.81,0.42,0,0,0,6.36,7.63,15.68,9.32,4.24,4.66,4.24,18.22,4.24,2.54,1.69,1.69,5.51,5.08,3.39,1.69,0,0,0.85,2.54,0,0.42,0,0.42,15.68,3.81,0.85,1.27,5.51,2.12,4.24,2.97,1.69,0.85,0,0.85,0.85,0,0,0,5.08,0.42,2.12,1.27,1.69,0,3.39,12.29,0,6.78,1.27,5.08,1.27,6.78,0,0,0.42,0,0,0,0,0,0,0,0,12.71,4.24,1.27,0,0,0,0.42,2.97,0,0.42,1.69,1.69,0
208,1,1,0,4,5,Medicine,SciWrite,Comment,0,200,50,52.71,27.43,69.14,25.77,12.5,18,88,52,10,4,2,0,2,0,0,6,10,8,12,6,6,4,18,16,8,4,0,4,8,4,4,0,0,2,2,0,0,0,0,24,10,6,2,6,0,4,2,0,0,2,0,0,0,0,0,10,0,2,4,4,2,2,12,0,10,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,4,0,0,0,0,4,2,1
208,0,1,0,4,2.5,Medicine,SciWrite,Comment,0,470,18,99,50,4.97,25.77,9,11.11,83.33,61.11,5.56,5.56,0,0,5.56,0,0,0,22.22,16.67,11.11,5.56,0,0,11.11,11.11,11.11,0,5.56,0,0,0,0,0,0,0,5.56,0,0,0,0,11.11,0,0,5.56,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,5.56,5.56,0,0,5.56,5.56,5.56,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,0,0,0,5.56,0,0,0,0,0,0,1
208,0,0,1,4,1.5,Medicine,SciWrite,Comment,0,97,16,85.32,50,74.76,25.77,16,37.5,81.25,31.25,0,0,0,0,0,0,0,0,6.25,12.5,6.25,6.25,12.5,0,6.25,12.5,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,18.75,6.25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,18.75,0,6.25,12.5,0,0,0,0,0,0,6.25,0,0,6.25,0,0,25,6.25,18.75,0,0,0,0,0,0,0,0,0,1
208,1,0,0,4,3.5,Medicine,SciWrite,Comment,0,80,48,67.53,50,48.89,25.77,48,35.42,85.42,52.08,14.58,8.33,2.08,0,0,0,6.25,6.25,6.25,14.58,10.42,4.17,4.17,2.08,16.67,2.08,2.08,2.08,0,2.08,0,0,0,0,0,0,8.33,0,0,0,0,22.92,6.25,8.33,0,6.25,0,4.17,0,0,0,0,0,0,0,0,0,6.25,0,4.17,2.08,0,0,2.08,8.33,2.08,8.33,2.08,6.25,0,10.42,2.08,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0
208,0,0,1,4,2.5,Medicine,SciWrite,Comment,0,133,77,26.19,39.74,39.99,2.61,19.25,32.47,81.82,57.14,15.58,2.6,0,0,1.3,0,1.3,12.99,9.09,6.49,10.39,10.39,6.49,2.6,18.18,2.6,1.3,2.6,0,0,2.6,0,2.6,1.3,1.3,0,3.9,0,0,0,0,20.78,5.19,3.9,1.3,7.79,1.3,5.19,1.3,1.3,0,0,0,0,0,0,0,3.9,1.3,0,2.6,0,0,2.6,12.99,0,10.39,1.3,3.9,6.49,5.19,1.3,0,0,0,0,0,0,0,0,0,0,6.49,6.49,0,0,0,0,0,0,0,0,0,0,1
208,1,0,1,4,2.5,Medicine,SciWrite,Comment,0,127,26,65.46,6.21,99,25.77,13,23.08,96.15,50,7.69,7.69,7.69,0,0,0,0,0,15.38,7.69,11.54,7.69,3.85,7.69,15.38,3.85,3.85,0,7.69,0,7.69,3.85,3.85,0,0,3.85,7.69,0,0,0,0,15.38,0,0,3.85,0,3.85,7.69,0,0,0,0,0,0,0,0,0,15.38,0,3.85,7.69,3.85,0,7.69,3.85,0,30.77,7.69,11.54,19.23,7.69,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,3.85,0,0,0,0,0,0,3.85,0,0,1
208,1,0,1,4,3.5,Medicine,SciWrite,Comment,0,81,19,12.81,1.81,99,25.77,19,36.84,89.47,52.63,10.53,5.26,5.26,0,0,0,0,5.26,0,15.79,10.53,5.26,15.79,10.53,10.53,10.53,5.26,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,10.53,0,0,0,0,0,10.53,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,0,21.05,0,21.05,0,15.79,0,0,0,0,0,0,0,0,0,0,0,15.79,5.26,5.26,0,0,0,0,0,0,5.26,0,0,1
208,1,0,1,4,3.5,Medicine,SciWrite,Comment,0,30,49,16.31,58.08,33.04,1,24.5,14.29,91.84,63.27,14.29,8.16,2.04,0,6.12,0,0,6.12,8.16,8.16,14.29,8.16,10.2,4.08,16.33,4.08,2.04,2.04,2.04,2.04,4.08,0,4.08,2.04,0,2.04,8.16,0,0,0,0,16.33,0,2.04,10.2,6.12,2.04,6.12,0,0,0,0,0,0,0,0,0,12.24,0,2.04,4.08,4.08,2.04,2.04,8.16,4.08,20.41,4.08,10.2,6.12,6.12,0,0,0,0,0,0,0,0,0,0,0,14.29,4.08,0,0,0,0,2.04,0,0,2.04,4.08,2.04,1
208,1,0,1,4,4,Medicine,SciWrite,Comment,0,239,51,64.67,21.64,28.81,25.77,17,17.65,92.16,60.78,15.69,5.88,1.96,0,1.96,0,1.96,9.8,7.84,15.69,11.76,1.96,5.88,3.92,23.53,3.92,0,1.96,0,0,0,0,0,0,0,0,3.92,0,0,0,0,21.57,3.92,1.96,5.88,3.92,1.96,7.84,3.92,1.96,0,0,0,0,0,0,0,1.96,0,1.96,0,0,0,9.8,11.76,1.96,9.8,0,7.84,1.96,13.73,0,0,0,0,0,0,0,0,0,0,0,21.57,9.8,3.92,0,0,0,0,0,0,3.92,0,3.92,0
208,1,0,0,4,2.5,Medicine,SciWrite,Comment,0,41,14,5.89,23.75,52.86,1,14,42.86,64.29,50,7.14,7.14,0,0,7.14,0,0,0,0,14.29,21.43,7.14,14.29,7.14,21.43,7.14,7.14,0,0,0,7.14,0,7.14,7.14,0,0,7.14,0,0,0,0,21.43,0,0,0,7.14,0,14.29,0,0,0,0,0,0,0,0,0,14.29,0,7.14,0,0,7.14,7.14,28.57,0,7.14,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,28.57,7.14,7.14,0,0,0,0,0,0,14.29,0,0,1
208,1,0,0,4,5.5,Medicine,SciWrite,Comment,0,115,128,64.83,19.52,55.79,90.36,32,29.69,81.25,47.66,9.38,4.69,3.91,0,0,0,0.78,4.69,6.25,11.72,8.59,5.47,8.59,1.56,16.41,5.47,2.34,1.56,0.78,4.69,3.91,3.91,0,0,0,0,0.78,0,0,0,0,18.75,4.69,4.69,1.56,4.69,1.56,3.91,0,0,0,0,0,0,0,0,0,6.25,0,0,2.34,3.12,0.78,1.56,9.38,0.78,10.94,1.56,5.47,3.91,2.34,1.56,0,1.56,0,0,0,0,0,0,0,0,11.72,3.91,2.34,0,0,0,0,0,0,0.78,1.56,3.12,1
208,1,0,1,4,1,Medicine,SciWrite,Comment,0,97,4,1,1,74.76,25.77,4,25,100,75,0,0,0,0,0,0,0,0,0,0,25,25,25,25,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,50,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,75,0,0,0,0,0,0,0,25,0,0,1
208,1,0,1,4,3,Medicine,SciWrite,Comment,1,91,117,98.19,80.35,8.65,85.53,19.5,19.66,70.94,43.59,8.55,5.13,0,0,3.42,0.85,0.85,3.42,11.11,15.38,4.27,0.85,4.27,0,10.26,4.27,0.85,0.85,5.98,1.71,3.42,3.42,0,0,0,0,6.84,0,0,0,0.85,15.38,5.13,2.56,2.56,2.56,5.13,1.71,3.42,2.56,0,0.85,0,0,0,0,0,4.27,0,0.85,0,3.42,0,3.42,5.13,0.85,9.4,0.85,5.98,2.56,3.42,0,0,0.85,0,0,0.85,0,0,0.85,0,0,29.91,7.69,4.27,2.56,0,0,0,0.85,1.71,0.85,5.13,6.84,0
208,1,0,0,4,5.5,Medicine,SciWrite,Comment,0,170,174,90.85,21.04,40.39,78.43,21.75,31.03,83.91,41.95,6.32,3.45,2.3,0,0,1.15,0,2.87,9.77,11.49,6.32,2.3,5.17,3.45,10.34,8.62,5.75,0.57,5.17,2.87,5.17,4.02,1.15,0.57,0,0,3.45,0,0,0.57,0.57,19.54,2.87,4.02,0,4.6,2.87,5.75,0.57,0,0,0.57,0,0,0,0,0,6.32,0.57,1.72,2.3,1.72,0.57,5.17,3.45,0.57,9.77,1.72,5.75,1.72,10.92,0,0,0.57,0,0,0.57,0,0,0.57,0,0,14.94,5.17,6.32,0,0,0,0,0,0,1.15,2.3,0,1
208,0,0,1,4,1.5,Medicine,SciWrite,Comment,0,67,56,11.86,57.1,7.84,87.2,18.67,21.43,85.71,50,8.93,3.57,0,0,3.57,0,0,5.36,1.79,8.93,12.5,14.29,8.93,3.57,21.43,3.57,1.79,0,5.36,1.79,3.57,3.57,0,0,0,0,5.36,0,0,0,0,21.43,5.36,5.36,1.79,12.5,1.79,3.57,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,5.36,8.93,3.57,5.36,1.79,3.57,0,3.57,0,0,0,0,0,1.79,0,0,0,1.79,0,8.93,5.36,0,0,0,0,0,1.79,0,1.79,0,0,1
208,0,0,1,4,1.5,Medicine,SciWrite,Comment,0,132,43,74.74,17.61,21.56,25.77,43,20.93,88.37,55.81,13.95,4.65,4.65,0,0,0,0,9.3,13.95,9.3,13.95,0,4.65,2.33,18.6,2.33,2.33,0,4.65,2.33,0,0,0,0,0,0,2.33,0,0,0,0,6.98,0,0,2.33,4.65,0,4.65,2.33,2.33,0,0,0,0,0,0,0,6.98,0,0,4.65,2.33,0,2.33,11.63,2.33,9.3,2.33,2.33,4.65,9.3,0,0,2.33,0,0,0,0,0,0,0,0,13.95,2.33,9.3,0,0,0,0,0,0,2.33,0,0,1
208,1,1,0,3.5,2.5,Medicine,SciWrite,Comment,0,175,95,85.21,7.03,96.09,45.09,31.67,21.05,92.63,58.95,13.68,8.42,6.32,1.05,0,0,1.05,5.26,10.53,17.89,8.42,2.11,7.37,3.16,18.95,6.32,5.26,3.16,0,3.16,3.16,2.11,1.05,1.05,0,0,3.16,0,0,0,0,16.84,3.16,2.11,2.11,5.26,0,9.47,1.05,0,0,1.05,1.05,1.05,0,0,0,8.42,1.05,3.16,4.21,2.11,0,6.32,10.53,2.11,14.74,2.11,9.47,3.16,8.42,0,0,0,0,0,1.05,0,0,1.05,0,0,7.37,3.16,2.11,0,0,1.05,0,0,0,1.05,0,0,0
208,1,0,0,4,1,Medicine,SciWrite,Comment,0,175,6,62.04,99,1,99,6,50,83.33,50,16.67,16.67,0,0,16.67,0,0,0,16.67,0,0,16.67,0,0,0,0,0,0,0,16.67,16.67,16.67,0,0,0,0,16.67,0,0,0,0,16.67,0,0,16.67,16.67,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,16.67,0,0,0,16.67,0,0,33.33,0,0,1
208,1,0,0,4,2.5,Medicine,SciWrite,Comment,0,119,62,36.43,31.43,13.99,25.77,20.67,22.58,83.87,51.61,11.29,4.84,3.23,0,1.61,0,0,6.45,6.45,9.68,11.29,8.06,9.68,1.61,14.52,4.84,1.61,3.23,0,9.68,3.23,1.61,1.61,0,0,0,1.61,0,0,0,0,19.35,0,3.23,1.61,8.06,4.84,3.23,1.61,0,0,0,0,0,0,0,0,3.23,0,0,0,1.61,1.61,0,14.52,1.61,9.68,0,6.45,3.23,6.45,0,0,0,0,0,0,0,0,0,0,0,9.68,4.84,1.61,0,0,0,0,0,0,0,3.23,0,0
208,1,0,0,4,2.5,Medicine,SciWrite,Comment,0,176,56,76.76,76.25,20.57,25.77,18.67,17.86,83.93,53.57,10.71,5.36,0,0,5.36,0,0,5.36,10.71,12.5,14.29,1.79,5.36,1.79,14.29,5.36,1.79,1.79,7.14,5.36,0,0,0,0,0,0,7.14,0,1.79,0,0,16.07,1.79,1.79,3.57,5.36,3.57,3.57,0,0,0,0,0,0,0,0,0,8.93,0,3.57,0,5.36,0,3.57,12.5,3.57,14.29,0,3.57,10.71,3.57,0,0,0,0,0,0,0,0,0,0,0,25,5.36,1.79,0,0,0,0,7.14,0,1.79,3.57,5.36,1
208,1,0,0,4,2.5,Medicine,SciWrite,Comment,2,102,123,51.79,20.81,40.2,71.55,30.75,21.14,85.37,56.1,10.57,7.32,5.69,0,1.63,0,0,3.25,7.32,14.63,13.82,6.5,8.13,3.25,18.7,6.5,4.88,1.63,0.81,2.44,4.88,3.25,0.81,0,0,0,2.44,0,0,0,0,15.45,0.81,1.63,3.25,4.88,4.07,3.25,1.63,1.63,0,0,0.81,0.81,0,0,0,5.69,0,1.63,2.44,0.81,0.81,4.88,10.57,3.25,13.01,0.81,7.32,4.07,11.38,0,0,2.44,0,0,0,0,0,0,0,0,24.39,4.88,1.63,0,0.81,0,0.81,0.81,3.25,4.88,3.25,4.07,1
208,1,0,0,4,2.5,Medicine,SciWrite,Comment,0,196,39,82.82,69.6,1,97.19,19.5,23.08,89.74,56.41,10.26,5.13,0,0,0,5.13,0,5.13,12.82,12.82,12.82,2.56,5.13,2.56,20.51,2.56,2.56,0,0,0,5.13,5.13,0,0,0,0,10.26,0,2.56,5.13,0,17.95,2.56,5.13,2.56,2.56,2.56,2.56,0,0,0,0,2.56,0,2.56,0,0,5.13,0,5.13,0,0,0,2.56,15.38,5.13,5.13,0,5.13,0,12.82,0,0,0,0,0,0,0,0,0,0,0,5.13,5.13,0,0,0,0,0,0,0,0,0,0,1
208,1,0,0,3.5,2.5,Medicine,SciWrite,Comment,0,267,140,50.67,36.03,81.72,87.2,28,23.57,92.14,52.14,15,8.57,5.71,0,1.43,0,1.43,6.43,7.14,12.86,9.29,7.14,7.14,2.14,17.86,8.57,6.43,1.43,3.57,2.86,6.43,5,1.43,0,0,0,8.57,0,0,0,0,18.57,5.71,0.71,0.71,5,2.14,5.71,3.57,1.43,0.71,1.43,0,0,0,0,0,8.57,0,5.71,0,2.86,0.71,5,6.43,1.43,10,2.14,4.29,5,9.29,0,0,0,0,0,0.71,0,0,0,0.71,0,15,6.43,2.86,0,0,0,0,0,0,2.14,2.86,0.71,1
208,1,0,0,4.5,1,Medicine,SciWrite,Comment,0,138,61,44.32,2.5,87.38,25.77,30.5,13.11,86.89,57.38,13.11,8.2,8.2,0,0,0,0,4.92,6.56,14.75,18.03,1.64,9.84,1.64,22.95,16.39,13.11,0,8.2,6.56,3.28,1.64,1.64,0,0,1.64,1.64,0,0,0,0,26.23,4.92,3.28,4.92,6.56,0,11.48,1.64,0,0,1.64,0,0,0,0,0,6.56,0,0,3.28,3.28,0,8.2,9.84,1.64,8.2,1.64,4.92,1.64,1.64,0,0,0,0,0,0,0,0,0,0,0,18.03,3.28,0,0,0,0,1.64,3.28,0,3.28,3.28,3.28,1
208,1,0,0,4,1.5,Medicine,SciWrite,Comment,2,102,114,84.03,50,19.27,58.97,28.5,30.7,87.72,47.37,13.16,6.14,3.51,0.88,1.75,0,0,7.02,8.77,14.04,5.26,1.75,8.77,0.88,10.53,7.02,4.39,2.63,0,7.89,2.63,1.75,0,0,0,0,5.26,0,0,0,0,10.53,0.88,0.88,1.75,6.14,1.75,3.51,1.75,0,0.88,0,0.88,0,0.88,0,0,6.14,0.88,3.51,0.88,1.75,0,3.51,7.89,1.75,9.65,0,4.39,4.39,14.91,0,0,0,0,0,0,0,0,0,0,0,16.67,4.39,3.51,0,0,0,0,1.75,0,1.75,5.26,0,1
208,0,0,1,4,2.5,Medicine,SciWrite,Comment,0,143,17,85.92,27.83,66.34,25.77,17,23.53,88.24,52.94,5.88,5.88,0,0,5.88,0,0,0,11.76,11.76,11.76,0,11.76,0,11.76,0,0,0,5.88,0,0,0,0,0,0,0,5.88,0,0,0,0,17.65,0,0,5.88,11.76,5.88,17.65,5.88,5.88,0,0,0,0,0,0,0,17.65,0,11.76,5.88,5.88,0,0,5.88,5.88,11.76,0,11.76,0,11.76,0,0,0,0,0,0,0,0,0,0,0,23.53,5.88,0,0,0,0,0,0,0,0,0,17.65,1
208,1,0,0,4,3.5,Medicine,SciWrite,Comment,0,355,133,54,32.6,22.88,54.07,22.17,25.56,82.71,56.39,10.53,6.02,2.26,0,0.75,0,3.01,4.51,9.77,12.03,12.78,7.52,7.52,3.01,18.05,5.26,4.51,0.75,0.75,3.01,1.5,1.5,0,0,0,0,4.51,0,0,0,0,15.04,2.26,1.5,1.5,4.51,1.5,4.51,0.75,0,0,0.75,0.75,0.75,0,0,0,3.01,0,0,3.01,0,0,3.01,11.28,0.75,9.02,2.26,3.76,3.01,9.02,0,0,1.5,0,0,0,0,0,0,0,0,14.29,4.51,3.01,0,0,0,0.75,2.26,0,2.26,0,1.5,1
208,0,0,1,4,1,Medicine,SciWrite,Comment,0,147,15,99,74.76,99,25.77,15,33.33,80,46.67,6.67,6.67,0,0,6.67,0,0,0,20,13.33,6.67,0,0,0,13.33,0,0,0,6.67,0,0,0,0,0,0,0,6.67,0,0,0,0,26.67,13.33,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,20,0,13.33,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,1
208,1,0,0,4,1,Medicine,SciWrite,Comment,0,222,83,73.76,4.61,46.55,71.06,41.5,13.25,83.13,49.4,10.84,7.23,7.23,0,0,0,0,3.61,6.02,14.46,6.02,3.61,7.23,4.82,13.25,7.23,3.61,1.2,7.23,3.61,7.23,4.82,2.41,0,0,0,2.41,0,0,0,0,19.28,2.41,2.41,3.61,7.23,1.2,7.23,1.2,1.2,0,0,0,0,0,0,0,7.23,0,2.41,0,3.61,2.41,4.82,6.02,0,7.23,0,4.82,2.41,7.23,0,0,0,0,0,0,0,0,0,0,0,18.07,4.82,1.2,0,0,0,0,4.82,0,2.41,2.41,2.41,1
208,1,0,1,4.5,1,Medicine,SciWrite,Comment,0,184,40,90.61,69.14,3.37,25.77,20,22.5,72.5,55,12.5,5,0,0,5,0,0,7.5,12.5,15,7.5,2.5,7.5,0,10,2.5,2.5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,2.5,2.5,2.5,5,0,0,0,0,0,0,0,0,0,10,0,2.5,0,7.5,0,2.5,10,0,7.5,0,5,2.5,5,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,5,0,5,1
208,1,0,0,4.5,2,Medicine,SciWrite,Comment,1,244,85,79.5,31.91,17.08,10.8,28.33,30.59,81.18,50.59,5.88,4.71,1.18,0,1.18,0,2.35,1.18,10.59,11.76,10.59,2.35,10.59,2.35,17.65,2.35,2.35,0,0,4.71,1.18,0,1.18,0,0,0,4.71,0,0,0,0,14.12,1.18,1.18,2.35,4.71,1.18,7.06,1.18,1.18,0,0,1.18,0,1.18,0,0,7.06,0,1.18,3.53,2.35,1.18,4.71,9.41,0,8.24,2.35,5.88,0,10.59,0,0,0,0,0,0,0,0,0,0,0,28.24,4.71,2.35,0,0,0,0,4.71,4.71,4.71,2.35,4.71,1
208,0,0,1,4,1,Medicine,SciWrite,Comment,0,79,13,82.82,99,94.81,25.77,13,30.77,92.31,53.85,15.38,15.38,0,0,15.38,0,0,0,15.38,7.69,7.69,7.69,0,0,7.69,7.69,7.69,0,7.69,0,0,0,0,0,0,0,23.08,0,0,0,0,15.38,15.38,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,7.69,7.69,0,7.69,7.69,0,15.38,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,7.69,0,0,0,0,0,0,0,1
208,1,0,0,4.5,1,Medicine,SciWrite,Comment,0,211,109,71.87,9.96,78.27,42.41,18.17,22.94,89.91,52.29,10.09,8.26,8.26,0,0,0,0,1.83,6.42,15.6,11.01,5.5,5.5,2.75,16.51,6.42,2.75,0,0,5.5,4.59,1.83,0.92,0,0,0,2.75,0,0,0,0,13.76,0.92,0.92,1.83,4.59,2.75,4.59,0.92,0,0.92,0,0.92,0,0.92,0,0,6.42,0,1.83,2.75,0.92,0.92,2.75,12.84,0,13.76,0.92,7.34,5.5,11.01,0,0,1.83,0,0,0,0,0,0,0,0,11.01,6.42,0.92,0,0,0,0,0,0,0.92,1.83,0.92,1
